BioProject,Run,AvgSpotLen,Bases,BioSample,Bytes,Center.Name,Experiment,Library.Name,Organism,Platform,ReleaseDate,Sample.Name,SRA.Study,Isolate,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,sex,Age,Biomaterial_provider,Strain,breeding_system,MiSeq_run_library,dev_stage,PHENOTYPE,collected_by,Breed,Host,Specimen_voucher,accession..run.,object_status..run.,study..run.,OLD_geo_loc_name,Cultivar,Ecotype,Investigation_type,BIOME,Depth,elev,env_package,feature,Label,lat_lon,material,project_name,lat,lon,counts
PRJNA482684,SRR7592128,309,2865553800,SAMN09711180,1267736874,ARIZONA STATE UNIVERSITY,SRX4457154,LPA-9,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592129,308,3435506080,SAMN09711180,1525653973,ARIZONA STATE UNIVERSITY,SRX4457153,LPA-99,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592131,309,3549171760,SAMN09711180,1560177443,ARIZONA STATE UNIVERSITY,SRX4457151,LPA-91,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592136,309,3840869405,SAMN09711180,1692772409,ARIZONA STATE UNIVERSITY,SRX4457146,LPA-88,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592137,309,2904507045,SAMN09711180,1297567069,ARIZONA STATE UNIVERSITY,SRX4457145,LPA-89,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592139,309,3134848585,SAMN09711180,1392520414,ARIZONA STATE UNIVERSITY,SRX4457143,LPA-87,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592143,311,3007228390,SAMN09711180,1309037639,ARIZONA STATE UNIVERSITY,SRX4457139,LPA-73,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592144,310,3066906490,SAMN09711180,1341509946,ARIZONA STATE UNIVERSITY,SRX4457138,LPA-72,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592146,310,3153397315,SAMN09711180,1368755711,ARIZONA STATE UNIVERSITY,SRX4457136,LPA-70,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592147,308,3037639760,SAMN09711180,1336937730,ARIZONA STATE UNIVERSITY,SRX4457135,LPA-6,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592148,310,3076181195,SAMN09711180,1348537892,ARIZONA STATE UNIVERSITY,SRX4457134,LPA-79,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592149,309,3245193370,SAMN09711180,1431325307,ARIZONA STATE UNIVERSITY,SRX4457133,LPA-78,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592151,309,1630241165,SAMN09711180,735410003,ARIZONA STATE UNIVERSITY,SRX4457131,LPA-60,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592152,308,4251430935,SAMN09711180,1891788073,ARIZONA STATE UNIVERSITY,SRX4457130,LPA-61,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592153,308,2153199185,SAMN09711180,956980856,ARIZONA STATE UNIVERSITY,SRX4457129,LPA-62,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592155,310,2673667295,SAMN09711180,1169946998,ARIZONA STATE UNIVERSITY,SRX4457127,LPA-64,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592157,308,3294844910,SAMN09711180,1466849380,ARIZONA STATE UNIVERSITY,SRX4457125,LPA-67,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592159,308,3075721850,SAMN09711180,1380302056,ARIZONA STATE UNIVERSITY,SRX4457123,LPA-69,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPA population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond A (42.692643\, -80.422095)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.692643, -80.422095",,,42.692643,-80.422095,861
PRJNA482684,SRR7592391,310,2310509670,SAMN09711181,1007783622,ARIZONA STATE UNIVERSITY,SRX4457539,LPB-00108,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592392,310,2681291370,SAMN09711181,1193975969,ARIZONA STATE UNIVERSITY,SRX4457538,LPB-00106,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592393,310,3805174360,SAMN09711181,1718612938,ARIZONA STATE UNIVERSITY,SRX4457537,LPB-00105,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592398,310,2232818710,SAMN09711181,985359625,ARIZONA STATE UNIVERSITY,SRX4457532,LPB-00099,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592400,310,4631185480,SAMN09711181,2028039299,ARIZONA STATE UNIVERSITY,SRX4457530,LPB-00097,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592404,310,2152980690,SAMN09711181,944819620,ARIZONA STATE UNIVERSITY,SRX4457526,LPB-00110,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592407,310,2343685870,SAMN09711181,1033679389,ARIZONA STATE UNIVERSITY,SRX4457523,LPB-00114,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592409,310,1595425540,SAMN09711181,704300062,ARIZONA STATE UNIVERSITY,SRX4457521,LPB-00118,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592411,310,2486284010,SAMN09711181,1095683954,ARIZONA STATE UNIVERSITY,SRX4457519,LPB-00093,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592412,310,5148221150,SAMN09711181,2347712259,ARIZONA STATE UNIVERSITY,SRX4457518,LPB-00096,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592414,310,2422204530,SAMN09711181,1075145094,ARIZONA STATE UNIVERSITY,SRX4457516,LPB-00084,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592418,310,1833690920,SAMN09711181,836123351,ARIZONA STATE UNIVERSITY,SRX4457512,LPB-00089,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592420,310,6177765560,SAMN09711181,2781381248,ARIZONA STATE UNIVERSITY,SRX4457510,LPB-00092,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592423,310,2358196970,SAMN09711181,1046339253,ARIZONA STATE UNIVERSITY,SRX4457507,LPB-00079,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592424,310,2205067200,SAMN09711181,973776974,ARIZONA STATE UNIVERSITY,SRX4457506,LPB-00078,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592426,310,2602135350,SAMN09711181,1148752790,ARIZONA STATE UNIVERSITY,SRX4457504,LPB-00072,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592427,310,4413086840,SAMN09711181,1987225496,ARIZONA STATE UNIVERSITY,SRX4457503,LPB-00075,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592428,310,3278859150,SAMN09711181,1475476354,ARIZONA STATE UNIVERSITY,SRX4457502,LPB-00074,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592432,310,2025924090,SAMN09711181,903875280,ARIZONA STATE UNIVERSITY,SRX4457498,LPB-00067,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592434,310,3465303380,SAMN09711181,1520385422,ARIZONA STATE UNIVERSITY,SRX4457496,LPB-00063,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592435,310,5171894300,SAMN09711181,2337308439,ARIZONA STATE UNIVERSITY,SRX4457495,LPB-00055,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592436,310,3372292530,SAMN09711181,1517889557,ARIZONA STATE UNIVERSITY,SRX4457494,LPB-00059,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592438,310,2785565140,SAMN09711181,1211414788,ARIZONA STATE UNIVERSITY,SRX4457492,LPB-00054,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592439,310,1980750270,SAMN09711181,883151588,ARIZONA STATE UNIVERSITY,SRX4457491,LPB-00070,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592442,310,2240584210,SAMN09711181,988028501,ARIZONA STATE UNIVERSITY,SRX4457488,LPB-00043,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592448,310,2653479100,SAMN09711181,1161708530,ARIZONA STATE UNIVERSITY,SRX4457482,LPB-00047,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592449,310,2196845380,SAMN09711181,971907489,ARIZONA STATE UNIVERSITY,SRX4457481,LPB-00052,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592450,310,2567708920,SAMN09711181,1128112228,ARIZONA STATE UNIVERSITY,SRX4457480,LPB-00051,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592455,310,2761925160,SAMN09711181,1192325155,ARIZONA STATE UNIVERSITY,SRX4457475,LPB-00002,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592457,310,2219694860,SAMN09711181,977253897,ARIZONA STATE UNIVERSITY,SRX4457473,LPB-00010,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592460,310,1824396500,SAMN09711181,818012421,ARIZONA STATE UNIVERSITY,SRX4457470,LPB-00005,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592461,310,3369605140,SAMN09711181,1502938527,ARIZONA STATE UNIVERSITY,SRX4457469,LPB-00035,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592462,310,4195535970,SAMN09711181,1836683461,ARIZONA STATE UNIVERSITY,SRX4457468,LPB-00037,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592465,310,4367408030,SAMN09711181,1943891301,ARIZONA STATE UNIVERSITY,SRX4457465,LPB-00032,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592468,310,4984861070,SAMN09711181,2199100445,ARIZONA STATE UNIVERSITY,SRX4457462,LPB-00027,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592469,310,2304422200,SAMN09711181,1009507055,ARIZONA STATE UNIVERSITY,SRX4457461,LPB-00028,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592472,310,1935755630,SAMN09711181,850545312,ARIZONA STATE UNIVERSITY,SRX4457458,LPB-00120,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592475,310,2030570370,SAMN09711181,899310945,ARIZONA STATE UNIVERSITY,SRX4457455,LPB-00125,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592477,310,5766137640,SAMN09711181,2578637527,ARIZONA STATE UNIVERSITY,SRX4457453,LPB-00025,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592478,310,3128440020,SAMN09711181,1429942637,ARIZONA STATE UNIVERSITY,SRX4457452,LPB-00024,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592481,310,2106618020,SAMN09711181,907514849,ARIZONA STATE UNIVERSITY,SRX4457449,LPB-00017,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592484,310,2055451280,SAMN09711181,908661756,ARIZONA STATE UNIVERSITY,SRX4457446,LPB-00018,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592485,310,5739005510,SAMN09711181,2521488888,ARIZONA STATE UNIVERSITY,SRX4457445,LPB-00023,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592615,307,3678609010,SAMN09711178,1906930982,ARIZONA STATE UNIVERSITY,SRX4457706,CHQ-00144,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592617,308,4425916200,SAMN09711178,2234880260,ARIZONA STATE UNIVERSITY,SRX4457704,CHQ-00142,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592618,309,4155258080,SAMN09711178,1870866113,ARIZONA STATE UNIVERSITY,SRX4457703,CHQ-00141,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592620,307,3476435170,SAMN09711178,1814005162,ARIZONA STATE UNIVERSITY,SRX4457701,CHQ-00139,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
