BioProject,Run,Assay.Type,AvgSpotLen,Bases,BioSample,Bytes,Center.Name,Consent,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,Experiment,Instrument,Library.Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,SRA.Study,BioSampleModel,Tissue,Isolate,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,sex,Age,Biomaterial_provider,Strain,breeding_system,MiSeq_run_library,dev_stage,PHENOTYPE,collected_by,Breed,Host,Specimen_voucher,accession..run.,object_status..run.,study..run.,OLD_geo_loc_name,Cultivar,Ecotype,Investigation_type,BIOME,Depth,elev,env_package,feature,Label,lat_lon,material,project_name,lat,lon,counts
PRJNA482684,SRR7592407,WGS,310,2343685870,SAMN09711181,1033679389,ARIZONA STATE UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4457523,NextSeq 500,LPB-00114,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592409,WGS,310,1595425540,SAMN09711181,704300062,ARIZONA STATE UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4457521,NextSeq 500,LPB-00118,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592411,WGS,310,2486284010,SAMN09711181,1095683954,ARIZONA STATE UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4457519,NextSeq 500,LPB-00093,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592412,WGS,310,5148221150,SAMN09711181,2347712259,ARIZONA STATE UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4457518,NextSeq 500,LPB-00096,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592414,WGS,310,2422204530,SAMN09711181,1075145094,ARIZONA STATE UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4457516,NextSeq 500,LPB-00084,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592418,WGS,310,1833690920,SAMN09711181,836123351,ARIZONA STATE UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4457512,NextSeq 500,LPB-00089,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592420,WGS,310,6177765560,SAMN09711181,2781381248,ARIZONA STATE UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4457510,NextSeq 500,LPB-00092,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592423,WGS,310,2358196970,SAMN09711181,1046339253,ARIZONA STATE UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4457507,NextSeq 500,LPB-00079,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592424,WGS,310,2205067200,SAMN09711181,973776974,ARIZONA STATE UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX4457506,NextSeq 500,LPB-00078,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592426,WGS,310,2602135350,SAMN09711181,1148752790,ARIZONA STATE UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4457504,NextSeq 500,LPB-00072,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592427,WGS,310,4413086840,SAMN09711181,1987225496,ARIZONA STATE UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4457503,NextSeq 500,LPB-00075,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592428,WGS,310,3278859150,SAMN09711181,1475476354,ARIZONA STATE UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4457502,NextSeq 500,LPB-00074,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592432,WGS,310,2025924090,SAMN09711181,903875280,ARIZONA STATE UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4457498,NextSeq 500,LPB-00067,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592434,WGS,310,3465303380,SAMN09711181,1520385422,ARIZONA STATE UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4457496,NextSeq 500,LPB-00063,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592435,WGS,310,5171894300,SAMN09711181,2337308439,ARIZONA STATE UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4457495,NextSeq 500,LPB-00055,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592436,WGS,310,3372292530,SAMN09711181,1517889557,ARIZONA STATE UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4457494,NextSeq 500,LPB-00059,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592438,WGS,310,2785565140,SAMN09711181,1211414788,ARIZONA STATE UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4457492,NextSeq 500,LPB-00054,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592439,WGS,310,1980750270,SAMN09711181,883151588,ARIZONA STATE UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4457491,NextSeq 500,LPB-00070,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592442,WGS,310,2240584210,SAMN09711181,988028501,ARIZONA STATE UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4457488,NextSeq 500,LPB-00043,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592448,WGS,310,2653479100,SAMN09711181,1161708530,ARIZONA STATE UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX4457482,NextSeq 500,LPB-00047,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592449,WGS,310,2196845380,SAMN09711181,971907489,ARIZONA STATE UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4457481,NextSeq 500,LPB-00052,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592450,WGS,310,2567708920,SAMN09711181,1128112228,ARIZONA STATE UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4457480,NextSeq 500,LPB-00051,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592455,WGS,310,2761925160,SAMN09711181,1192325155,ARIZONA STATE UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX4457475,NextSeq 500,LPB-00002,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592457,WGS,310,2219694860,SAMN09711181,977253897,ARIZONA STATE UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4457473,NextSeq 500,LPB-00010,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592460,WGS,310,1824396500,SAMN09711181,818012421,ARIZONA STATE UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4457470,NextSeq 500,LPB-00005,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592461,WGS,310,3369605140,SAMN09711181,1502938527,ARIZONA STATE UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4457469,NextSeq 500,LPB-00035,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592462,WGS,310,4195535970,SAMN09711181,1836683461,ARIZONA STATE UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4457468,NextSeq 500,LPB-00037,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592465,WGS,310,4367408030,SAMN09711181,1943891301,ARIZONA STATE UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX4457465,NextSeq 500,LPB-00032,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592468,WGS,310,4984861070,SAMN09711181,2199100445,ARIZONA STATE UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4457462,NextSeq 500,LPB-00027,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592469,WGS,310,2304422200,SAMN09711181,1009507055,ARIZONA STATE UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4457461,NextSeq 500,LPB-00028,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592472,WGS,310,1935755630,SAMN09711181,850545312,ARIZONA STATE UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4457458,NextSeq 500,LPB-00120,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592475,WGS,310,2030570370,SAMN09711181,899310945,ARIZONA STATE UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4457455,NextSeq 500,LPB-00125,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592477,WGS,310,5766137640,SAMN09711181,2578637527,ARIZONA STATE UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4457453,NextSeq 500,LPB-00025,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592478,WGS,310,3128440020,SAMN09711181,1429942637,ARIZONA STATE UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4457452,NextSeq 500,LPB-00024,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592481,WGS,310,2106618020,SAMN09711181,907514849,ARIZONA STATE UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4457449,NextSeq 500,LPB-00017,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592484,WGS,310,2055451280,SAMN09711181,908661756,ARIZONA STATE UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4457446,NextSeq 500,LPB-00018,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592485,WGS,310,5739005510,SAMN09711181,2521488888,ARIZONA STATE UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4457445,NextSeq 500,LPB-00023,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,LPB population data,SRP155055,Invertebrate,Whole body,96 adults,2014,Canada,North America,Canada: Ontario,"Long Point Pond B (42.67977\, -80.45277)",,,,,,,,,,,,,,,,,,,,,,,,,,"42.67977, -80.45277",,,42.67977,-80.45277,861
PRJNA482684,SRR7592615,WGS,307,3678609010,SAMN09711178,1906930982,ARIZONA STATE UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX4457706,NextSeq 500,CHQ-00144,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,Invertebrate,Whole body,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592617,WGS,308,4425916200,SAMN09711178,2234880260,ARIZONA STATE UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4457704,NextSeq 500,CHQ-00142,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,Invertebrate,Whole body,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592618,WGS,309,4155258080,SAMN09711178,1870866113,ARIZONA STATE UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4457703,NextSeq 500,CHQ-00141,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,Invertebrate,Whole body,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592620,WGS,307,3476435170,SAMN09711178,1814005162,ARIZONA STATE UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX4457701,NextSeq 500,CHQ-00139,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,Invertebrate,Whole body,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592622,WGS,308,3220081540,SAMN09711178,1700813594,ARIZONA STATE UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX4457699,NextSeq 500,CHQ-00137,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,Invertebrate,Whole body,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592623,WGS,307,3639874940,SAMN09711178,1921648204,ARIZONA STATE UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4457698,NextSeq 500,CHQ-00136,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,Invertebrate,Whole body,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592624,WGS,308,3805366130,SAMN09711178,1948916146,ARIZONA STATE UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4457697,NextSeq 500,CHQ-00135,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,Invertebrate,Whole body,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592626,WGS,308,3815305030,SAMN09711178,1983237937,ARIZONA STATE UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4457695,NextSeq 500,CHQ-00128,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,Invertebrate,Whole body,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
PRJNA482684,SRR7592630,WGS,308,4060953720,SAMN09711178,2101952078,ARIZONA STATE UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4457691,NextSeq 500,CHQ-00132,PAIRED,RANDOM,GENOMIC,Daphnia pulex,ILLUMINA,2019-05-21T00:00:00Z,CHQ population data,SRP155055,Invertebrate,Whole body,96 adults,2014,USA,North America,USA: Wisconsin,"Chequamegon (46.66\, -90.85)",,,,,,,,,,,,,,,,,,,,,,,,,,"46.66, -90.85",,,46.66,-90.85,861
